company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
PEO 360,2020-01-01,https://www.peo360.com,"Austin, Texas, United States","Administrative Services, Data and Analytics, Other","Business Intelligence, Human Resources, Professional Services",724868.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,45205,False,False
Stretch*d,2018-01-01,https://stretchdspace.com,"New York, New York, United States","Health Care, Sports","Fitness, Health Care, Personal Health, Wellness",428066.0,"Stretch*d is a wellness and fitness center that provides one-on-one assisted stretch space. The company was founded in 2018 by Amanda Freeman and Vanessa Chu and is headquartered in New York, United States.",11-50,1.0,Seed,2019-01-01,0.0,Seed,0.0,5.0,11-50,Private,,,,,,2,6,2018,35115,False,False
Besty Media,2022-01-01,https://bestymedia.com,"Sheridan, Wyoming, United States","Design, Internet Services, Media and Entertainment, Sales and Marketing","Email Marketing, Graphic Design, SEO, Social Media, Web Design",1952909.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,2,2022,71056,False,False
Free Radicals,2018-01-01,https://freeradicals.tv/,"Venice, California, United States","Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing","Advertising, Brand Marketing, Content Creators, Creative Agency",2058967.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,6,2018,72393,False,False
Scholadex,2020-12-01,https://scholadex.com/,"Los Angeles, California, United States","Education, Internet Services, Software","E-Learning, Education, Internet",2466008.0,"Scholadex allows students to share knowledge, ideas, project works and can socialize with other students. The platform is available for school and college students.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2020,80259,False,False
Digital LLC,2020-06-05,http://digitalecn.com,"Greenwich, Connecticut, United States","Blockchain and Cryptocurrency, Financial Services, Information Technology, Lending and Investments, Other, Payments, Software","Blockchain, Cryptocurrency, Financial Services, FinTech, Information Technology, Trading Platform",197976.0,"Digital LLC is an Electronic Communication Network that provides a secure, scalable and liquid ecosystem for various institutional players in the cryptocurrency and digital assets space.",1-10,1.0,Seed,2020-10-01,0.0,Seed,0.0,1.0,1-10,Private,,,,,,2,3,2020,21977,False,False
Taskforce,2018-01-01,https://taskforce.app/,"Washington, District of Columbia, United States","Government and Military, Professional Services, Sales and Marketing","Consulting, Government, Public Relations",1557752.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,6,2018,63070,False,False
LipMemo,2020-09-22,https://www.lipmemo.com/,"San Francisco, California, United States","Apps, Commerce and Shopping, Community and Lifestyle, Internet Services, Media and Entertainment, Mobile, Music and Audio, Software, Video","Apps, Internet, Mobile, Music, Social, Social Media, Social Shopping, Video",617821.0,"LipMemo LLC. is a social media, video sharing mobile application for IOS and Android devices. The company was founded in October 2019, and the app was released to the app store on April 15, 2021. Users can create and upload their own short videos of them dancing, singing, talking, and much more. Users can also browse and interact with other content creators, which covers a wide ranch of topics, songs, and styles. These videos can then be grouped together by hashtags, memes, current events, or anything else.",1-10,0.0,M&A,,0.0,,0.0,,1-10,Private,,,,,,5,3,2020,41996,False,False
"GreenFrog Media & Marketing Group, LLC.",2021-01-01,https://greenfrogmmg.com/,"San Antonio, Texas, United States","Design, Internet Services, Professional Services, Sales and Marketing, Software","Business Development, Content Marketing, Digital Marketing, SEO, Social Media Marketing, Web Design, Web Development",2183513.0,"GreenFrog Media helps San Antonio businesses thrive through partnership & digital marketing!  Our services include social media marketing, SEO, Website Design & Development, Content creation and postings, PPC, Google Business Profile and Digital Marketing strategies!   Our web designers build great looking websites and our web developers build great working websites in Wordpress, HTML, javascript, Joomla and other modern technologies.   We build your site to be SEO friendly to attract and generate organic leads from the start.   We will then continue to partner with you to continuously improve your google search engine rankings.  We also offer customized graphics and branding.   Our founder has been doing this for over 25 years.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,76811,False,False
Aiara Inc.,2020-01-01,https://aiara.ai/,"San Francisco, California, United States",Manufacturing,Manufacturing,346395.0,,1-10,1.0,Seed,2022-01-01,0.0,Seed,0.0,,1-10,Private,,,,,,2,4,2020,31299,False,False
Shopgenie,2022-11-01,https://shopgenie.io,"Scottsdale, Arizona, United States","Information Technology, Other, Professional Services, Sales and Marketing, Software","CRM, Customer Service, Marketing",113796.0,,11-50,1.0,Seed,2023-06-15,0.0,Pre-Seed,0.0,3.0,11-50,Private,,,,,,2,1,2022,14820,False,False
TrazerEdge,2019-01-01,https://www.trazeredge.com/,"Westfield, New Jersey, United States","Information Technology, Media and Entertainment, Professional Services","Consulting, Digital Media, Information Technology",2185520.0,,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,5,2019,75940,False,False
US Investment Network,2021-01-01,https://usinvestmentnetwork.com,"Chicago, Illinois, United States","Financial Services, Lending and Investments","Angel Investment, Finance, Funding Platform",483767.0,"US Investment Network operates as an online platform that connects entrepreneurs with potential investors. The company primarily focuses on helping startups and entrepreneurs secure funding for their ventures. It offers a platform where businesses can pitch their ideas to an exclusive pool of investors. The company also provides a network for angel investors to find and fund promising ventures. US Investment Network is committed to supporting the success of entrepreneurs and startups, offering a risk-free product to accelerate investor outreach.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,37292,False,False
Peacock Ventures,2021-03-01,https://peacock.ventures,"Vienna, Virginia, United States","Financial Services, Information Technology","Financial Services, Information Technology",566366.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,40293,False,False
Tahoe Network Infrastructure,2020-01-01,http://www.tahoeni.com,"Phoenix, Arizona, United States","Hardware, Information Technology, Internet Services, Messaging and Telecommunications","Communications Infrastructure, Telecommunications, Unified Communications",1734964.0,"Tahoe Network Infrastructure builds and operates open-access private fiber networks.  Tahoe Network Infrastructure was founded in 2020 and was headquartered in Phoenix, Arizona.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,67375,False,False
Herbarium Weed Dispensary Needles,2018-03-03,https://herbarium66.com/,"Needles, California, United States","Community and Lifestyle, Food and Beverage, Health Care","Cannabis, Health Care",2761743.0,"Welcome to our best and legally certified needles weed dispensary. Herbarium 66 offers a wide range of cannabis products like edibles, concentrates, pre-rolls, flowers, and more. Home weed delivery is also available. Located right off the historic Route 66 Highway in Needles, California and are open and welcoming new patients and customers!",101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,6,2018,85106,False,False
Fluent in Finance,2022-01-01,http://BeFluentInFinance.com/,"New York, New York, United States","Blockchain and Cryptocurrency, Education, Financial Services, Payments, Sales and Marketing, Software","Cryptocurrency, Education, Finance, Marketing, Personal Finance",422103.0,,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,2,2022,34829,False,False
Alignment Incubator™,2018-01-01,http://www.alignmentengine.com,"Marina Del Rey, California, United States",Professional Services,Consulting,1761963.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,6,2018,68329,False,False
Beautyologie,2021-05-08,http://www.beautyologie.com,"Woodland Hills, California, United States",Commerce and Shopping,E-Commerce,2133493.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,2,2021,74340,False,False
HILA,2018-01-01,https://hilanyc.com,"New York, New York, United States","Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design","E-Commerce, Fashion, Women's",1846411.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,69799,False,False
HOFr Sports,2018-01-01,https://www.hofr.io/,"Los Angeles, California, United States","Gaming, Sports","Gaming, Online Games, Sports",939352.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,6,2018,50843,False,False
Planetarie,2018-01-01,https://www.planetarie.com,"Evans, Colorado, United States","Commerce and Shopping, Community and Lifestyle, Food and Beverage, Health Care","Communities, E-Commerce, Food and Beverage, Wellness",395791.0,"Planetarie produces acidic cannabinoid-based products to provide a plant-based alternative to nonsteroidal anti-inflammatory drugs for natural wellness and pain relief. Their products are developed from CBDa, an acidic precursor form of cannabinoids, and include infusions, drink additives, soft gels, and topicals. They enable consumers to receive anti-inflammatory benefits from body aches and muscle pains.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,0.0,2.0,,6,6,2018,33671,False,False
XO Health,2021-01-01,https://xohealth.com,"Stamford, Connecticut, United States","Financial Services, Health Care, Media and Entertainment","Advice, Health Care, Health Insurance, Insurance",204948.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,22511,False,False
Monthly Puroresu,2020-01-01,https://monthlypuroresu.com,"Los Angeles, California, United States","Content and Publishing, Media and Entertainment","Media and Entertainment, News, Publishing",394455.0,"Monthly Puroresu has published coverage of New Japan Pro-Wrestling, STARDOM, Pro Wrestling NOAH, DDT Pro, Tokyo Joshi Pro Wrestling, All Japan Pro Wrestling, and more, in the full-color magazine. Monthly Puroresu's online companion, MP Digital, offers daily social media commentary, weekly editorials on the largest wrestling events of the week, ticket sales reports, scouting reports, and updates on what's happening in the puroresu and joshi wrestling.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,33603,False,False
Industrial Genetics,2020-01-01,http://www.industrialgeneticsllc.com,"Temple, Texas, United States","Biotechnology, Professional Services, Science and Engineering","Biotechnology, Consulting, Life Science",2722490.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,85661,False,False
Coasters,2021-01-01,https://www.coasters.co,"New York, New York, United States","Food and Beverage, Manufacturing","Food and Beverage, Manufacturing",346450.0,Coasters is a nationally compliant liquor fulfillment partner designed and optimized for eCommerce fulfillment that helps alcohol sellers deliver a flawless customer experience on every order.,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,31302,False,False
Global Virus Pass,2020-01-01,https://www.globalviruspass.com,"Carson City, Nevada, United States","Apps, Information Technology, Software","Apps, Information Technology, SaaS",2227936.0,"Global Virus Pass is a SaaS solution that offers complete health risk management and access management. They serve businesses, educators, and groups across many industries. Their customers contact them through phone, email, and online applications.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,77774,False,False
